userName,content,score,reviewCreatedVersion,at,Sentimen (Aurel),Sentimen (Ade),Sentimen (Eky),Sentimen Akhir
Muhammad Abduh Rofiq,Mntappuuu jiwAA,5,4.2.3,2022-12-16 03:42:40,1,1,1,Positif
Eri Wibowo,Sangat bagus,5,4.2.3,2022-12-05 03:15:43,1,1,1,Positif
marcelino wowo,Sangat bagus,5,4.2.3,2022-12-01 12:06:00,1,1,1,Positif
Warjondt kren,Sangat baik,5,4.2.3,2022-12-01 10:24:05,1,1,1,Positif
Udin No drag,Udh daftar,5,4.2.3,2022-12-17 21:00:15,1,0,1,Positif
risna damayanti,Ok simpel,5,4.2.3,2022-01-29 01:32:00,1,1,1,Positif
Impen_impen,Baik bpjs,5,4.2.3,2022-01-20 02:26:00,1,1,1,Positif
Erni Latifah,Sangat baik,5,4.2.3,2022-12-06 13:38:47,1,1,1,Positif
ridwan alfarizy,Ok banget,5,4.2.3,2022-12-22 10:06:36,1,1,1,Positif
Fransisca Arum sari,Bagus banget,5,4.2.3,2022-01-30 04:01:00,1,1,1,Positif
Muhammad Rifai,Ok lah,5,4.2.3,2022-12-29 00:19:58,1,1,1,Positif
Nur Wiyah,Sangat mrmbantu,5,4.2.3,2022-12-02 15:43:59,1,1,1,Positif
Andy 27,Iyo tawwa,5,4.2.3,2022-12-13 01:07:12,,,,
Heri Yanto,Mantap Jiwa,5,4.2.3,2022-12-12 00:30:20,1,1,1,Positif
Yana Kurnia,T o p,5,4.2.3,2022-12-15 10:27:06,1,1,1,Positif
Iwan. S,Good job,5,4.2.3,2022-12-09 10:19:00,1,1,1,Positif
muslih sutoyo,Dr pribadi,4,4.2.3,2022-12-08 10:15:53,1,0,1,Positif
Maltufah Rozaq,Sangat baik,5,4.2.3,2022-12-01 10:34:00,1,1,1,Positif
Reky Hendrawan,User friendly,5,4.2.3,2023-01-05 02:18:11,1,1,1,Positif
Lam Ria,Luar biasa,5,4.2.3,2022-12-12 06:14:53,1,1,1,Positif
Sastra BrK,Sangat bagus,5,4.2.3,2022-01-24 05:06:00,1,1,1,Positif
Ahmad Danu Saputro,Good Job,5,4.2.3,2022-01-22 12:53:00,1,1,1,Positif
Rifal Suhadah,Skrg praktis,5,4.2.3,2022-12-24 01:51:00,1,1,1,Positif
Juwadi Bhin,Bagus lah,5,4.2.3,2022-12-28 00:38:28,1,1,1,Positif
Alex Siomay,Is the best,5,4.2.3,2022-12-12 10:50:52,1,1,1,Positif
amin fadoli,Ok banget,5,4.2.3,2022-12-14 03:31:33,1,1,1,Positif
Rika Fatmah,Ok mantab,5,4.2.3,2023-01-02 08:52:27,1,1,1,Positif
Berdis Restu,Good job,5,4.2.3,2022-12-01 02:28:50,1,1,1,Positif
Adi Jaya,mantap markotop,5,4.2.3,2022-01-22 06:55:00,1,1,1,Positif
Muaid Dolphin01,Sangat baik,5,4.2.3,2022-12-15 13:05:33,1,1,1,Positif
Deden Bogor,Bismilah mantap,3,4.2.3,2023-01-01 08:27:33,1,1,1,Positif
Diana Asri,hebat bosque,5,4.2.3,2022-01-30 02:42:00,1,1,1,Positif
Jemiardi Ardi,Oke mantab,5,4.2.3,2022-12-05 06:38:51,1,1,1,Positif
Redy Asaloei,Smakin mantap,5,4.2.3,2023-01-01 01:12:00,1,1,1,Positif
reski amelia,Mksih yaa,5,4.2.3,2022-12-29 03:33:33,1,1,1,Positif
PUTIH ABU ABU,Ok bgt,4,4.2.3,2022-12-13 09:02:22,1,1,1,Positif
Fernandus Ringoringo,Lumayan bagus,3,4.2.3,2023-01-13 04:52:08,1,1,1,Positif
Siti Balqis,Sangat mudah,5,4.2.3,2023-01-03 01:46:01,1,1,1,Positif
Rudi Nababan,Sangat puas,5,4.2.3,2022-12-15 05:33:55,1,1,1,Positif
megamaxx jkt,Jazakumullah khair,5,4.2.3,2023-01-06 04:19:23,1,0,1,Positif
Bang Her,Bintang lima,5,4.2.3,2023-01-14 01:43:00,1,1,1,Positif
Husin Labaraima,Kurang responsif,4,4.2.3,2022-12-18 00:08:11,-1,-1,-1,Negatif
Budi Darma,Aplikasi bagus,5,4.2.3,2022-12-08 12:30:10,1,1,1,Positif
Sinatryasudirman Sudirman,Sangat terbantu,5,4.2.3,2022-01-26 10:58:00,1,1,1,Positif
Muh. Dadang,Cukup baik,5,4.2.3,2022-12-19 01:27:54,1,1,1,Positif
christine laurina louisa maabuat,Sangat baik,5,4.2.3,2022-12-29 12:23:05,1,1,1,Positif
Otak Kroak,Ok good,5,4.2.3,2022-01-24 12:05:00,1,1,1,Positif
suandi andi,Ok bagus,5,4.2.3,2022-12-10 01:58:00,1,1,1,Positif
Muzazi Oneng,baik sangat,5,4.2.3,2022-01-30 08:51:00,1,1,1,Positif
Cah Ngapak,Ga ribet,5,4.2.3,2022-12-14 04:31:30,1,1,1,Positif
Attoy Phep,Sangat mambantu,5,4.2.3,2022-12-04 01:16:00,1,1,1,Positif
Ulul azmi andika Rahmawan,Bagus banget,5,4.2.3,2023-01-12 14:16:50,1,1,1,Positif
Neng Cucut,Sangat baik,5,4.2.3,2022-12-14 04:47:02,1,1,1,Positif
yulia s prastyanti,Nice app,5,4.2.3,2022-01-23 13:37:00,1,1,1,Positif
Rabellaasyifa 3,Saya suka,5,4.2.3,2022-01-29 03:09:00,1,1,1,Positif
Marlen Subarta Nur Kamka,Mantap buanget,5,4.2.3,2022-01-30 07:43:00,1,1,1,Positif
difa yolanda,Kadang erroe,5,4.2.3,2022-12-25 05:26:15,-1,-1,-1,Negatif
Sandi Guntara,Ok bgt,5,4.2.3,2022-12-20 01:56:52,1,1,1,Positif
minti armas,easy to use,5,4.2.3,2022-01-23 04:15:00,1,1,1,Positif
Rika Usman,Simple banget,5,4.2.3,2022-12-04 15:07:34,1,1,1,Positif
Muhammad Imamul Murtadlo M.I.M,Top pelayanan,5,4.2.3,2022-12-19 04:43:51,1,1,1,Positif
Bambang Suharsana,Smakin mantap,5,4.2.3,2023-01-04 15:56:13,1,1,1,Positif
Hoirul Anam,Sengat bagus,5,4.2.3,2023-01-20 12:21:31,1,1,1,Positif
dedi kencana putra,Verry good,5,4.2.3,2022-12-27 07:44:26,1,1,1,Positif
Apis Faresi,Too bad,4,4.2.3,2022-12-17 00:46:47,-1,-1,-1,Negatif
nurferiyani Boniboniboni,Keren simple,5,4.2.3,2022-12-05 14:35:31,1,1,1,Positif
Dhony Susanto,Ok banget,5,4.2.3,2022-12-23 06:37:02,1,1,1,Positif
Sri Handayani,Good aplikation,5,4.2.3,2022-12-03 09:32:11,1,1,1,Positif
Oges,Mantap simple,5,4.2.3,2022-12-14 05:36:43,1,1,1,Positif
Ivan Colev,Sangat mudah,5,4.2.3,2022-12-07 01:13:00,1,1,1,Positif
Surya kz,Sangat bagus,5,4.2.3,2022-01-29 12:48:00,1,1,1,Positif
Aris Cahyono,Cepat mudah,5,4.2.3,2022-01-20 00:02:00,1,1,1,Positif
Paramita Pradita,Good app,4,4.2.3,2022-01-24 16:13:00,1,1,1,Positif
Srie Khandie,Good job,5,4.2.3,2022-12-29 01:04:55,1,1,1,Positif
ogahasan jbg,sangat mmbantu,4,4.2.3,2023-01-13 00:19:03,1,1,1,Positif
NIZAM,Good jobs,5,4.2.3,2022-12-01 13:15:25,1,1,1,Positif
Wedang Ronde NGLARAS ROSO,Mantap suratap,5,4.2.3,2022-12-14 04:08:49,1,1,1,Positif
siti maemunah,Mantap bpjs,5,4.2.3,2022-12-01 01:32:31,1,1,1,Positif
Sulis Tyowati,Lumayan mantap,5,4.2.3,2022-01-25 02:07:00,0,1,1,Positif
Sri Wulan dari,bagus aplikasix,5,4.2.3,2022-12-07 10:12:29,1,1,1,Positif
Helmi Yuhelmi,Top Bgt,5,4.2.3,2022-01-25 04:20:00,1,1,1,Positif
Santi Rismayanti,Sngt bgus,5,4.2.3,2023-01-17 14:36:01,1,1,1,Positif
Feni Putri,Sangat puas,5,4.2.3,2022-12-13 03:15:39,1,1,1,Positif
Fadzri Unang,Aplikasi bagus,5,4.2.3,2022-12-07 13:01:00,1,1,1,Positif
Aa Cogan,Mantap jkn,5,4.2.3,2022-12-02 19:28:13,1,1,1,Positif
Usep Muhtar,ok good,5,4.2.3,2022-01-27 06:22:00,1,1,1,Positif
Jariah 29,oke banget,5,4.2.3,2022-12-14 06:15:40,1,1,1,Positif
Yora Rara,Oke lah,4,4.2.3,2022-01-23 02:57:00,1,1,1,Positif
Nia Rahma,Like it,5,4.2.3,2022-01-29 05:55:00,1,1,1,Positif
Andi Ganol,Sangat bagus,5,4.2.3,2022-01-28 03:26:00,1,1,1,Positif
Gaza Ghifar,Alahmdulillah mudah,5,4.2.3,2022-12-29 13:42:23,1,1,1,Positif
siti lubis,Sangat mudah,5,4.2.3,2023-01-04 01:55:59,1,1,1,Positif
Masyitno 506,Ok bgt,5,4.2.3,2022-12-01 02:12:25,1,1,1,Positif
Nadia 1234,Mantap lah,5,4.2.3,2022-01-29 05:37:00,1,1,1,Positif
Mado Bana,Great App,5,4.2.3,2022-12-01 17:17:09,1,1,1,Positif
Aditya Alf,Good job,5,4.2.3,2022-01-25 13:00:00,1,1,1,Positif
Nurendra Saja,Ok bgt,5,4.2.3,2022-12-10 00:28:44,1,1,1,Positif
Ade Warsono,Makin baik,5,4.2.3,2022-01-22 02:41:00,1,1,1,Positif
Indra Jayadi,Oke lah,5,4.2.3,2022-01-19 19:44:00,1,1,1,Positif
Farida Wulan2875,Verry good,5,4.2.3,2022-12-01 04:51:22,1,1,1,Positif
Rasyad Athaya,Lebih praktis,5,4.2.3,2022-12-04 03:47:18,1,1,1,Positif
rian ramadani,Good aplikasi,5,4.2.3,2023-01-27 04:09:49,1,1,1,Positif
Cyntia Sugianto,Cepat tanggap,5,4.2.3,2022-01-26 12:03:00,1,1,1,Positif
Parlan SKep,Sangat ok,5,4.2.3,2022-12-08 03:54:39,1,1,1,Positif
Henry Gunawan,Kami puas,5,4.2.3,2022-12-04 13:47:40,1,1,1,Positif
Sari Setiaasih,Oke banget,5,4.2.3,2022-12-12 06:33:21,1,1,1,Positif
Rengga apri nanda,Sangat baik,5,4.2.3,2022-01-23 01:37:00,1,1,1,Positif
zahira rajwa,Sangat bagus,5,4.2.3,2022-12-14 02:26:54,1,1,1,Positif
Dwi Bowo Greg,Joss gandos,5,4.2.3,2023-01-02 17:24:05,1,1,1,Positif
Muhammad Yamin,Good appp,5,4.2.3,2022-12-28 08:03:24,1,1,1,Positif
Nufan Swancity,makim improve,5,4.2.3,2022-12-01 13:12:00,1,1,1,Positif
Bonny Garus Jr.,Luar biasa,5,4.2.3,2022-01-28 01:24:00,1,1,1,Positif
mss networking,ok lah,4,4.2.3,2022-01-21 04:02:00,1,1,1,Positif
Rebow Kliwon,Terima kasih,5,4.2.3,2022-12-16 15:45:15,1,1,1,Positif
iman abdurahman,Terbantu bgt,5,4.2.3,2022-12-14 01:09:00,1,1,1,Positif
olik York,Keep Smile,5,4.2.3,2022-12-15 14:01:00,1,1,1,Positif
Wahid Hasim,Di coba,4,4.2.3,2022-01-30 08:16:00,1,0,1,Positif
Dida Crew,Joss nemen,5,4.2.3,2022-12-07 03:29:54,1,1,1,Positif
Mafi Lindo,Good apk,4,4.2.3,2022-01-26 06:59:00,1,1,1,Positif
Suherman,Sangat Baik,5,4.2.3,2022-01-30 00:38:00,1,1,1,Positif
Hidayatul Hikmah,Real fic,5,4.2.3,2022-12-19 05:56:23,1,0,1,Positif
Ayam geprek Samudra,Mantap lah,5,4.2.3,2022-01-29 00:39:00,1,1,1,Positif
Suta Suta,Sudah bagus,5,4.2.3,2022-12-05 01:01:00,1,1,1,Positif
Putro Satya,Sangat puas,5,4.2.3,2022-12-10 00:49:51,1,1,1,Positif
sulaiman 1922,Good app,5,4.2.3,2022-01-28 22:51:00,1,1,1,Positif
Longpardi,Sangat aplikatif,5,4.2.3,2022-12-07 05:22:09,1,1,1,Positif
Matta Battin,Kren sangt,5,4.2.3,2022-12-19 13:32:44,1,1,1,Positif
dimas yoga,terima kasih,5,4.2.3,2022-12-21 01:57:00,1,0,1,Positif
Erika Yanti,Aku suka,5,4.2.3,2022-01-21 06:01:00,1,1,1,Positif
handasah,sangat baik,5,4.2.3,2022-12-17 14:57:21,1,1,1,Positif
Sunadji Kedunggalar,Fast respon,5,4.2.3,2022-12-05 05:19:55,1,1,1,Positif
dimas brand,MANTAB...!!!!,5,4.2.3,2023-01-04 09:23:55,1,1,1,Positif
Daniel Rona purnama,Oke oke oke,5,4.2.3,2022-12-17 02:18:42,1,1,1,Positif
ARIEF EL LANA,Terimakasih.,5,4.2.3,2022-12-05 08:22:21,1,1,1,Positif
Mamah Aisha farhana,"Sangat bagusssssssss,,,,",5,4.2.3,2023-01-02 10:57:22,1,1,1,Positif
Hari Yanto,Mantap👍,5,4.2.3,2022-12-07 04:45:58,1,1,1,Positif
Nahda safaaulya,Alhamdulilah..,5,4.2.3,2022-01-27 12:22:00,1,1,1,Positif
Sutaryo Alfatih,"Mantap,",5,4.2.3,2022-01-29 03:19:00,1,1,1,Positif
Vitri Ridwan,Bagus 👍,5,4.2.3,2022-12-30 14:34:28,1,1,1,Positif
Ansar M,Bagus 👍,5,4.2.3,2022-12-13 07:48:36,1,1,1,Positif
masnah Ugi`e@yahoo.co.id Masnah,👍mantapp,5,4.2.3,2023-01-15 01:54:00,1,1,1,Positif
Qomarun,Mantap 👍,5,4.2.3,2022-12-02 04:08:08,1,1,1,Positif
Hamriani B,Bagus.,5,4.2.3,2022-01-22 07:27:00,1,1,1,Positif
Iwan toro,Keren.,5,4.2.3,2023-01-04 01:27:31,1,1,1,Positif
nurindah sari,Good 👍,5,4.2.3,2022-12-17 01:06:00,1,1,1,Positif
FEBRI PURNOMO,Membantu.,5,4.2.3,2022-12-02 06:23:00,1,1,1,Positif
Rustomo 2014,Oke👍,5,4.2.3,2022-12-30 21:35:36,1,1,1,Positif
Feri Yudono,Membantu...,5,4.2.3,2022-12-01 01:58:06,1,1,1,Positif
romysatria udaya,good👌,5,4.2.3,2022-12-05 10:05:17,1,1,1,Positif
mas Aan Channel,Bagusss ..,5,4.2.3,2022-12-03 02:19:43,1,1,1,Positif
Rio Hidayatullah,Good😊,5,4.2.3,2022-01-28 10:45:00,1,1,1,Positif
Kenz Teme,Bagus👍👍,5,4.2.3,2022-01-28 09:25:00,1,1,1,Positif
Eiger KW,Josss,5,4.2.3,2022-12-30 06:55:39,1,1,1,Positif
Riduan 04,Klazzzzzzz👍👍👍,5,4.2.3,2022-12-21 12:18:23,1,1,1,Positif
Wisnu Wibawa,Bagusss 👍👍👍,5,4.2.3,2022-12-06 02:22:04,1,1,1,Positif
Dani Muhamad,Mantap...,5,4.2.3,2022-12-16 23:15:25,1,1,1,Positif
Mul Yadi,👌👍,5,4.2.3,2022-01-22 12:13:00,1,1,1,Positif
Anak Agung Aditya Adnyana,🙏👍,5,4.2.3,2022-12-09 03:50:26,1,1,1,Positif
Den Mas Gustry,👍🙏,5,4.2.3,2022-12-22 19:15:08,1,1,1,Positif
Ahmad izzan hanif Izzan hanif,Ok.....,5,4.2.3,2022-12-01 14:07:39,1,1,1,Positif
Suhar Tono,Mantab......,5,4.2.3,2022-12-04 23:09:29,1,1,1,Positif
Rochmat Mahardiyan,Mantap.....,5,4.2.3,2022-12-10 02:07:01,1,1,1,Positif
burhani,Mantefff.....,5,4.2.3,2022-01-27 01:12:00,1,1,1,Positif
GpratamA 1992,Keren....,5,4.2.3,2022-12-12 02:36:42,1,1,1,Positif
ISKAMEL SR,Mantap,5,4.2.3,2022-01-30 03:52:00,1,1,1,Positif
Joko Kerinci,ok,5,4.2.3,2022-01-28 01:29:00,1,1,1,Positif
egie prayogi,Lancar,5,4.2.3,2022-12-07 01:46:20,1,1,1,Positif
deddy bayu adji,Ok,5,4.2.3,2022-01-26 12:08:00,1,1,1,Positif
Jhon Vegow,Good,5,4.2.3,2022-01-21 01:50:00,1,1,1,Positif
Mulyadi Grage,Mantaf,5,4.2.3,2022-12-12 01:37:38,1,1,1,Positif
Rokhman,Oke,5,4.2.3,2022-12-02 14:26:07,1,1,1,Positif
Sylvia Pangemana,Membantu,5,4.2.3,2022-12-07 01:44:25,1,1,1,Positif
Abdul Afif,Ok,5,4.2.3,2022-12-05 01:56:00,1,1,1,Positif
Sri Mugirahayu,Mantul,5,4.2.3,2022-01-28 01:53:00,1,1,1,Positif
Binti Hasan,Bagus,5,4.2.3,2022-12-05 06:53:27,1,1,1,Positif
Nur Sai,Mantap,5,4.2.3,2022-12-06 04:32:34,1,1,1,Positif
Hendra Sialagan,Ok,5,4.2.3,2022-01-29 14:01:00,1,1,1,Positif
rudi angga,Bagus,5,4.2.3,2022-01-25 01:54:00,1,1,1,Positif
nurafiyah 22,Ok,5,4.2.3,2022-01-30 05:35:00,1,1,1,Positif
Reki Ali,Mantap,5,4.2.3,2022-12-08 05:14:23,1,1,1,Positif
Santi Sain,Good,5,4.2.3,2022-12-01 13:14:00,1,1,1,Positif
Mesra Wati,Nice,5,4.2.3,2022-01-23 13:21:00,1,1,1,Positif
Chaphoenk Cie,mantap,5,4.2.3,2022-01-29 14:12:00,1,1,1,Positif
Muhamad Silmi,Cepat,5,4.2.3,2022-01-26 06:13:00,1,1,1,Positif
Adiva 888990,Ok,5,4.2.3,2022-12-02 03:03:30,1,1,1,Positif
MARISTHA ROSWATI,Good,5,4.2.3,2022-12-02 01:59:20,1,1,1,Positif
Kholik ST,Mantap,5,4.2.3,2023-01-13 12:39:07,1,1,1,Positif
Roy Tungtorial 3,Mantap,5,4.2.3,2022-12-09 03:48:35,1,1,1,Positif
Pramono,Mantap,5,4.2.3,2022-01-29 13:50:00,1,1,1,Positif
lela nazilah,Bagus,5,4.2.3,2022-12-01 01:06:28,1,1,1,Positif
syaiful akbar,Ok,5,4.2.3,2022-01-28 01:42:00,1,1,1,Positif
Sagitboy Juventus,Mantap,5,4.2.3,2022-01-20 02:36:00,1,1,1,Positif
Eglaxias Sianturi,Mantap,5,4.2.3,2022-12-05 01:05:00,1,1,1,Positif
Sandy tia,Bagusss,5,4.2.3,2022-01-24 01:39:00,1,1,1,Positif
Muhendra Muhendra,Bagus,5,4.2.3,2022-01-22 14:09:00,1,1,1,Positif
Marisa Regina S,Mantap,5,4.2.3,2022-12-12 17:35:37,1,1,1,Positif
Fathin ia,Ok,5,4.2.3,2022-01-25 23:49:00,1,1,1,Positif
dimas pramudita,Ok,5,4.2.3,2022-12-06 10:17:15,1,1,1,Positif
Susi Riyanti,Bagus,5,4.2.3,2022-01-30 01:22:00,1,1,1,Positif
Lilis Suryani,Mantap,5,4.2.3,2022-12-01 01:06:00,1,1,1,Positif
Fita Asfianti,Mantapp,5,4.2.3,2022-12-07 12:07:30,1,1,1,Positif
Jaiman Hutabarat,ok,5,4.2.3,2023-01-12 08:43:22,1,1,1,Positif
Qkhy qkho,good,5,4.2.3,2022-12-05 15:30:02,1,1,1,Positif
Immanuel Andreas pangaribuan,Good,5,4.2.3,2022-12-01 01:39:00,1,1,1,Positif
sandwanx,Bagus,5,4.2.3,2022-12-01 17:15:00,1,1,1,Positif
Joni Yunior,Ok,5,4.2.3,2022-01-19 02:06:00,1,1,1,Positif
irfanjuansyah,Ok,5,4.2.3,2022-12-08 03:50:32,1,1,1,Positif
Azis,Mantap,5,4.2.3,2022-01-28 02:44:00,1,1,1,Positif
Mohamad Karim,Oke,5,4.2.3,2022-12-02 09:51:55,1,1,1,Positif
Gila Boreup,Mantul,5,4.2.3,2022-12-28 12:42:33,1,1,1,Positif
SA ari,Ok,5,4.2.3,2022-01-25 09:56:00,1,1,1,Positif
Rizal Firmansyah,ok,5,4.2.3,2022-01-28 05:01:00,1,1,1,Positif
Alam Syah,Mantap,5,4.2.3,2022-12-02 13:16:21,1,1,1,Positif
Fahmie Balam,Good,5,4.2.3,2022-01-24 01:31:00,1,1,1,Positif
NN TiVi (Na Nang),Ok,5,4.2.3,2022-12-21 01:32:19,1,1,1,Positif
Yono Yono1010,Bravo,5,4.2.3,2022-01-22 04:07:00,1,1,1,Positif
Rangga Herdian,Good,5,4.2.3,2022-12-03 09:06:34,1,1,1,Positif
ester novita,Ok,5,4.2.3,2022-12-08 06:24:09,1,1,1,Positif
Febby Saputro,bagus,5,4.2.3,2022-01-27 04:54:00,1,1,1,Positif
juari alhasan,Ok,5,4.2.3,2022-12-07 01:58:39,1,1,1,Positif
Arif Taufik,Ok,5,4.2.3,2022-01-20 01:57:00,1,1,1,Positif
Ismi Amronah,Mantap,5,4.2.3,2022-01-25 04:06:00,1,1,1,Positif
Nina Drs,Bagus,5,4.2.3,2022-01-26 15:03:00,1,1,1,Positif
joko triyono,Ok,5,4.2.3,2022-12-07 16:50:45,1,1,1,Positif
Suparman Brastomolo,Mantaaaaap,5,4.2.3,2022-12-03 09:01:58,1,1,1,Positif
Erry Wahyu,Good,5,4.2.3,2022-01-30 02:26:00,1,1,1,Positif
Abang Boncel,mntap,5,4.2.3,2022-12-01 03:41:44,1,1,1,Positif
Sucipto,Top,5,4.2.3,2022-12-12 14:07:41,1,1,1,Positif
fariz gadgetmart,Mantab,5,4.2.3,2022-12-02 04:23:07,1,1,1,Positif
Abdul Aprian,Mantap,5,4.2.3,2022-01-23 13:42:00,1,1,1,Positif
ferdi ansyah,Mantaaap,5,4.2.3,2022-12-04 03:36:22,1,1,1,Positif
Sugeng Hermawan,Bagus,5,4.2.3,2022-01-22 01:01:00,1,1,1,Positif
Siti Ufifah,Mantap,5,4.2.3,2022-01-25 07:46:00,1,1,1,Positif
X-plor Sparoow,Bagus,5,4.2.3,2022-01-28 02:43:00,1,1,1,Positif
Tomi Harianto (tcool1982),Ok,5,4.2.3,2022-12-01 12:44:10,1,1,1,Positif
Muhammad Fahmi Hatta,Okokokok,5,4.2.3,2022-01-27 23:52:00,1,1,1,Positif
Lukman Hakim,bagus,5,4.2.3,2022-01-22 04:02:00,1,1,1,Positif
Yahya Setyawan,Mantab,5,4.2.3,2022-12-08 13:53:24,1,1,1,Positif
Supriyanto Utomo,Bagus,5,4.2.3,2022-12-08 15:49:49,1,1,1,Positif
Dimas Kanjeng,Mantab,5,4.2.3,2022-01-30 05:03:00,1,1,1,Positif
wong sregep.,Cepat,5,4.2.3,2022-01-25 04:44:00,1,1,1,Positif
Johan Saifulloh,Usefull,5,4.2.3,2022-12-08 05:52:19,1,1,1,Positif
Gamas Fadlan,Mantap,5,4.2.3,2022-12-04 07:45:57,1,1,1,Positif
Beni Satriya,Oke,5,4.2.3,2022-12-10 17:09:32,1,1,1,Positif
irfan maulatif,Baik,5,4.2.3,2022-01-21 10:32:00,1,1,1,Positif
Irpan i,Ok,5,4.2.3,2022-12-01 15:34:34,1,1,1,Positif
Moses Sinaga,Bagus,5,4.2.3,2022-12-05 04:20:23,1,1,1,Positif
Reuny Theovani Saragih,Good,5,4.2.3,2022-12-13 00:32:13,1,1,1,Positif
Yemima Edward,Mantap,5,4.2.3,2022-12-02 15:17:32,1,1,1,Positif
Achmad Ridwan,Best,5,4.2.3,2022-01-30 05:24:00,1,1,1,Positif
noldy aldino,Mantap,5,4.2.3,2022-01-23 09:47:00,1,1,1,Positif
Aldin Nur Syahid,Bagus,5,4.2.3,2022-12-01 06:20:02,1,1,1,Positif
umbu adi keba lindi ndima,Puas,5,4.2.3,2022-12-10 06:08:59,1,1,1,Positif
sanum almunthe,Bagus,5,4.2.3,2022-12-01 13:44:49,1,1,1,Positif
sonny Raff12,Good,5,4.2.3,2022-12-12 01:30:00,1,1,1,Positif
Bapak Iqbal,Hemmm,5,4.2.3,2022-12-01 03:42:00,,,,
Fatoni Ahmad,Bermanfaat,5,4.2.3,2022-01-27 06:30:00,1,1,1,Positif
Mulyadi Asbun,Ok,5,4.2.3,2022-12-10 10:54:07,1,1,1,Positif
Amun Samudra,Mempermudah,5,4.2.3,2022-01-30 02:44:00,1,1,1,Positif
Boy Joy,Good,5,4.2.3,2022-01-28 04:19:00,1,1,1,Positif
Agus Budhi Priyanto,Ok,5,4.2.3,2022-12-02 00:14:22,1,1,1,Positif
Anggi Prayogo,Good,5,4.2.3,2022-01-26 14:28:00,1,1,1,Positif
Atin Karmila,KEREN,5,4.2.3,2022-12-07 09:50:25,1,1,1,Positif
Lies Aeny,Bagus,5,4.2.3,2022-12-04 08:53:34,1,1,1,Positif
Rio Ardiyah Situmorang,Bagus,5,4.2.3,2022-01-21 03:27:00,1,1,1,Positif
Ios Lempoy,mantap,5,4.2.3,2022-01-25 12:00:00,1,1,1,Positif
Agus Supriadi,Mantap,5,4.2.3,2022-12-10 08:23:38,1,1,1,Positif
Komang Ariani,Top,5,4.2.3,2023-01-13 13:18:46,1,1,1,Positif
Raden Sunarto,Ok,5,4.2.3,2022-12-03 08:16:14,1,1,1,Positif
Aditya Riandika,Top,5,4.2.3,2022-01-23 01:06:00,1,1,1,Positif
Alfa Rizki,Ok,5,4.2.3,2022-01-24 13:18:00,1,1,1,Positif
Andi Shinta Suryanti,Mantap,5,4.2.3,2022-12-10 04:15:35,1,1,1,Positif
Chis Adji,Bagus,5,4.2.3,2022-12-12 12:32:08,1,1,1,Positif
Mifta Kholila21,Mantap,5,4.2.3,2022-01-29 05:16:00,1,1,1,Positif
aryanto ari,Cepat,5,4.2.3,2022-01-29 07:35:00,1,1,1,Positif
isna wuryantina,Keren,5,4.2.3,2022-12-10 08:08:07,1,1,1,Positif
Indah Wati,Bagus,5,4.2.3,2022-01-27 07:59:00,1,1,1,Positif
Arul Arul,Mantap,5,4.2.3,2022-01-24 15:26:00,1,1,1,Positif
Vicky Adibah,Gudd,5,4.2.3,2022-01-23 14:28:00,1,1,1,Positif
mulky kasau,bagus,5,4.2.3,2022-01-30 09:05:00,1,1,1,Positif
Tapa Nagan,Mantap,5,4.2.3,2022-12-04 08:46:14,1,1,1,Positif
Chaidir Idink,Rr,5,4.2.3,2022-12-03 01:16:00,,,,
Arief Gunawan,Ok,5,4.2.3,2022-12-10 13:15:33,1,1,1,Positif
Dasep Sunandar,Ok,5,4.2.3,2022-01-21 17:02:00,1,1,1,Positif
Sintiani AmeliaSari,top,5,4.2.3,2022-01-28 02:31:00,1,1,1,Positif
Ayi Komarudin,Ok,5,4.2.3,2022-01-23 23:22:00,1,1,1,Positif
Jefry Andica,Oke,5,4.2.3,2022-01-18 12:30:00,1,1,1,Positif
tobing YT,Oke,5,4.2.3,2022-01-26 04:16:00,1,1,1,Positif
Muhammad Rizky,Good,5,4.2.3,2022-01-21 08:07:00,1,1,1,Positif
Herman Ajja,Ok,5,4.2.3,2022-12-07 13:10:28,1,1,1,Positif
Dimas Fajar Ramadhan,Membantu,5,4.2.3,2022-01-29 00:30:00,1,1,1,Positif
khas modjo darwoto,Top,5,4.2.3,2022-12-01 02:55:17,1,1,1,Positif
Ananda Syahpoetra,Nice,5,4.2.3,2022-01-28 13:54:00,1,1,1,Positif
Supandi Ayah Aisyah,Mantaap,5,4.2.3,2022-12-08 04:09:44,1,1,1,Positif
Nia Fitra,Mantab,5,4.2.3,2022-01-27 16:09:00,1,1,1,Positif
Umar Rubycon,Baguss,5,4.2.3,2022-12-01 08:58:39,1,1,1,Positif
rony sebastian,Good,5,4.2.3,2022-01-25 12:51:00,1,1,1,Positif
Satria islami,Rekomended,5,4.2.3,2022-12-12 06:55:06,1,1,1,Positif
Alqa Malik,Tingkatkan,5,4.2.3,2022-01-28 12:33:00,1,0,1,Positif
Veromika Meli,Ok,5,4.2.3,2022-12-02 02:31:36,1,1,1,Positif
Hendra Wijaya,Mantap,5,4.2.3,2022-01-21 02:24:00,1,1,1,Positif
catur budi,Ok,5,4.2.3,2022-12-02 03:09:09,1,1,1,Positif
Samuel Yoparko,Mantap,5,4.2.3,2022-01-27 12:29:00,1,1,1,Positif
