userName,content,score,reviewCreatedVersion,at,Sentimen (Aurel),Sentimen (Ade),Sentimen (Eky),Sentimen Akhir,translated_content,processed_text,textblob_ready_text,tokens,lemmatized_tokens,afinn_score,afinn_label,swn_pos_score,swn_neg_score,swn_sentiment_score,swn_label,senticnet_score,senticnet_label,textblob_polarity,textblob_subjectivity,textblob_label
David Witson,Topp,5,4.2.3,2022-01-12 01:37:00,1.0,1.0,1.0,Positif,Topp,topp,topp,['topp'],['topp'],0.0,Netral,0.0,0.0,0.0,Netral,0.0,Netral,0.0,0.0,Netral
Dompeng Junior,Bagus sangat bagus,5,4.3.0,2023-01-14 12:25:32,1.0,1.0,1.0,Positif,Good. Very good.,good very good,good. very good.,"['good', 'very', 'good']","['good', 'very', 'good']",6.0,Positif,1.75,0.25,1.5,Positif,0.191,Positif,0.8049999999999999,0.6900000000000002,Positif
hendriy raider,ok,4,4.3.0,2023-01-03 02:50:44,1.0,1.0,1.0,Positif,Okay.,okay,okay.,['okay'],['okay'],0.0,Netral,0.125,0.125,0.0,Netral,0.17,Positif,0.5,0.5,Positif
L Ryugami,Ok,5,4.2.3,2022-10-19 10:35:22,1.0,1.0,1.0,Positif,"All right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,",all right all right all right all right all right all right all right all right all right all right all right all right all right lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go,"all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,","['all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go']","['all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go']",0.0,Netral,2.75,0.0,2.75,Positif,0.0,Netral,0.28571428571428564,0.5357142857142857,Positif
Angga Vigupta,Mantap,5,4.2.3,2022-01-01 01:47:00,1.0,1.0,1.0,Positif,Steady.,steady,steady.,['steady'],['steady'],0.0,Netral,0.125,0.625,-0.5,Negatif,0.884,Positif,0.16666666666666666,0.5,Positif
Tami Mutamimah,"Keren sekarang setelah update yg terbaru, mau ubah data dan lain"" sudah gampang dan g ribet lagi. Yg sebelumnya selalu ngeblank tiap mau ubah data dengan nomor hp tidak terlihat sehingga tidak bisa konfirmasi apapun. Sekarang g perlu repot"" ke kantor bpjs kesehatan untuk melakukan perubahan data, pindah faskes. Terima kasih sekarang mobile jkn sudah lebih baik.",5,4.2.3,2022-01-30 07:43:00,1.0,1.0,1.0,Positif,"It's cool now that after the latest updates, you want to change data and stuff"" is easy and it's hard to get back to the medical office to do data changes, to change faskets, thank you for not being able to confirm anything.",its cool now that after the latest updates you want to change data and stuff is easy and its hard to get back to the medical office to do data changes to change faskets thank you for not being able to confirm anything,"it's cool now that after the latest updates, you want to change data and stuff"" is easy and it's hard to get back to the medical office to do data changes, to change faskets, thank you for not being able to confirm anything.","['its', 'cool', 'now', 'that', 'after', 'the', 'latest', 'updates', 'you', 'want', 'to', 'change', 'data', 'and', 'stuff', 'is', 'easy', 'and', 'its', 'hard', 'to', 'get', 'back', 'to', 'the', 'medical', 'office', 'to', 'do', 'data', 'changes', 'to', 'change', 'faskets', 'thank', 'you', 'for', 'not', 'being', 'able', 'to', 'confirm', 'anything']","['its', 'cool', 'now', 'that', 'after', 'the', 'late', 'update', 'you', 'want', 'to', 'change', 'data', 'and', 'stuff', 'be', 'easy', 'and', 'its', 'hard', 'to', 'get', 'back', 'to', 'the', 'medical', 'office', 'to', 'do', 'data', 'change', 'to', 'change', 'faskets', 'thank', 'you', 'for', 'not', 'be', 'able', 'to', 'confirm', 'anything']",4.0,Positif,1.875,2.25,-0.375,Negatif,0.5645,Positif,0.21309523809523806,0.5071428571428571,Positif
Sugiarti Sampit,"Kenapa saya gagal terus mau daftar ,jadi ribet banget sih",2,4.3.0,2023-01-16 15:16:19,-1.0,-1.0,-1.0,Negatif,Why do I keep failing to sign up? It's so hard.,why do i keep failing to sign up its so hard,why do i keep failing to sign up? it's so hard.,"['why', 'do', 'i', 'keep', 'failing', 'to', 'sign', 'up', 'its', 'so', 'hard']","['why', 'do', 'i', 'keep', 'fail', 'to', 'sign', 'up', 'its', 'so', 'hard']",-3.0,Negatif,0.0,0.875,-0.875,Negatif,0.24100000000000002,Positif,-0.2916666666666667,0.5416666666666666,Negatif
Meyla Channel,👍,5,4.3.0,2023-01-17 04:17:23,1.0,1.0,1.0,Positif,"counted on the end of the line. - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",counted on the end of the line no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no,"counted on the end of the line. - no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.","['counted', 'on', 'the', 'end', 'of', 'the', 'line', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']","['count', 'on', 'the', 'end', 'of', 'the', 'line', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",-120.0,Negatif,0.0,0.0,0.0,Netral,0.798,Positif,0.0,0.0,Netral
Deny Bager,Bagus banget,5,4.2.3,2022-01-13 15:57:00,1.0,1.0,1.0,Positif,Very good.,very good,very good.,"['very', 'good']","['very', 'good']",3.0,Positif,1.0,0.25,0.75,Positif,0.191,Positif,0.9099999999999999,0.7800000000000001,Positif
Wawang Kosasih,Good,5,4.2.3,2022-12-20 09:04:03,1.0,1.0,1.0,Positif,Good,good,good,['good'],['good'],3.0,Positif,0.75,0.0,0.75,Positif,0.191,Positif,0.7,0.6000000000000001,Positif
Sopridah Sopridah,Memudahkan perubahan data terupdate,5,4.2.3,2022-10-04 03:07:47,1.0,1.0,1.0,Positif,Easing updated data changes,easing updated data changes,easing updated data changes,"['easing', 'updated', 'data', 'changes']","['ease', 'update', 'data', 'change']",0.0,Netral,0.125,0.25,-0.125,Negatif,0.7313333333333333,Positif,0.0,0.0,Netral
Ira Gusprihatin,Will be better,4,4.2.3,2022-12-06 08:00:26,1.0,1.0,1.0,Positif,Will be better,will be better,will be better,"['will', 'be', 'better']","['will', 'be', 'good']",2.0,Positif,1.0,0.125,0.875,Positif,0.191,Positif,0.5,0.5,Positif
Soleh Manis,Nice,5,4.2.3,2023-01-06 02:37:48,1.0,1.0,1.0,Positif,Nice,nice,nice,['nice'],['nice'],3.0,Positif,0.875,0.0,0.875,Positif,0.123,Positif,0.6,1.0,Positif
Sri Wulan dari,bagus aplikasix,5,4.2.3,2022-12-07 10:12:29,1.0,1.0,1.0,Positif,Nice application.,nice application,nice application.,"['nice', 'application']","['nice', 'application']",3.0,Positif,0.875,0.0,0.875,Positif,0.188,Positif,0.6,1.0,Positif
Hartono budi Yuwono,"Alhamdulillah, amat sangat membantu. Terimakasih JKN. .",5,4.2.3,2022-01-07 13:07:00,1.0,1.0,1.0,Positif,"Thank you, JKN.",thank you jkn,"thank you, jkn.","['thank', 'you', 'jkn']","['thank', 'you', 'jkn']",2.0,Positif,0.0,0.0,0.0,Netral,0.9,Positif,0.0,0.0,Netral
Yanti Elsa,Mudah dan cepat,5,4.3.0,2022-12-30 12:13:16,1.0,1.0,1.0,Positif,Easy and fast,easy and fast,easy and fast,"['easy', 'and', 'fast']","['easy', 'and', 'fast']",1.0,Positif,0.625,0.25,0.375,Positif,0.47550000000000003,Positif,0.31666666666666665,0.7166666666666667,Positif
Nurazizah.12 Siti,jika lupa password bagaimana,4,4.2.3,2022-01-19 01:18:00,0.0,0.0,0.0,Netral,"If you forget the password, what will you do?",if you forget the password what will you do,"if you forget the password, what will you do?","['if', 'you', 'forget', 'the', 'password', 'what', 'will', 'you', 'do']","['if', 'you', 'forget', 'the', 'password', 'what', 'will', 'you', 'do']",-1.0,Negatif,0.25,0.0,0.25,Positif,-0.75,Negatif,0.0,0.0,Netral
Asep Suhendar,Alhamdulillah sangat membantu sekali,5,4.2.3,2022-01-18 14:19:00,1.0,1.0,1.0,Positif,Alhamdulillah was very helpful.,alhamdulillah was very helpful,alhamdulillah was very helpful.,"['alhamdulillah', 'was', 'very', 'helpful']","['alhamdulillah', 'be', 'very', 'helpful']",2.0,Positif,0.75,0.375,0.375,Positif,-0.94,Negatif,0.2,0.3,Positif
Paharuddin Bahtiar,Sangat membantu,5,4.2.3,2023-01-03 12:37:59,1.0,1.0,1.0,Positif,Very helpful.,very helpful,very helpful.,"['very', 'helpful']","['very', 'helpful']",2.0,Positif,0.5,0.25,0.25,Positif,-0.94,Negatif,0.2,0.3,Positif
danang yanuar,"Aplikasi gmn ini, daftarnya sulit, nomer udah di gunakan peserta lain, padahal udah tak ganti nomer yg tak masukan tetep gtu terus jawabannya",1,4.2.3,2022-12-01 10:44:23,-1.0,-1.0,-1.0,Negatif,"This application, it's hard to list, the number has been used by other participants, and it doesn't change the number that doesn't add up anymore.",this application its hard to list the number has been used by other participants and it doesnt change the number that doesnt add up anymore,"this application, it's hard to list, the number has been used by other participants, and it doesn't change the number that doesn't add up anymore.","['this', 'application', 'its', 'hard', 'to', 'list', 'the', 'number', 'has', 'been', 'used', 'by', 'other', 'participants', 'and', 'it', 'doesnt', 'change', 'the', 'number', 'that', 'doesnt', 'add', 'up', 'anymore']","['this', 'application', 'its', 'hard', 'to', 'list', 'the', 'number', 'have', 'be', 'use', 'by', 'other', 'participant', 'and', 'it', 'doesnt', 'change', 'the', 'number', 'that', 'doesnt', 'add', 'up', 'anymore']",-1.0,Negatif,0.5,2.25,-1.75,Negatif,0.2878,Positif,-0.20833333333333334,0.4583333333333333,Negatif
yunus arasy,Mnteeepp🔥🔥🔥,4,4.2.3,2022-01-04 01:24:00,1.0,1.0,1.0,Positif,Mnteeepp,mnteeepp,mnteeepp,['mnteeepp'],['mnteeepp'],0.0,Netral,0.0,0.0,0.0,Netral,0.0,Netral,0.0,0.0,Netral
HanzoAsassin21 Asassin21,Fast respon dan sangat membantu sekali,5,4.2.3,2022-01-08 09:32:00,1.0,1.0,1.0,Positif,Fast response and very helpful.,fast response and very helpful,fast response and very helpful.,"['fast', 'response', 'and', 'very', 'helpful']","['fast', 'response', 'and', 'very', 'helpful']",2.0,Positif,0.5,0.25,0.25,Positif,-0.33166666666666667,Negatif,0.2,0.44999999999999996,Positif
adji rahmat,Pelayanan jadi lebih cepat,5,4.3.0,2023-01-18 00:29:01,1.0,1.0,1.0,Positif,The service is faster.,the service is faster,the service is faster.,"['the', 'service', 'is', 'faster']","['the', 'service', 'be', 'faster']",0.0,Netral,0.25,0.125,0.125,Positif,0.145,Positif,0.0,0.0,Netral
fajar nazarudin,mantap,5,4.3.0,2023-01-27 23:35:41,1.0,1.0,1.0,Positif,Steady.,steady,steady.,['steady'],['steady'],0.0,Netral,0.125,0.625,-0.5,Negatif,0.884,Positif,0.16666666666666666,0.5,Positif
iwan Setiawan,Berobat bisa lebih mudah kontrol nya,5,4.2.3,2022-12-14 04:24:22,1.0,1.0,1.0,Positif,Medication can be easier to control.,medication can be easier to control,medication can be easier to control.,"['medication', 'can', 'be', 'easier', 'to', 'control']","['medication', 'can', 'be', 'easy', 'to', 'control']",0.0,Netral,1.125,0.375,0.75,Positif,0.444,Positif,0.0,0.0,Netral
nanda arya,Parah belum juga daftar laporan sudah terdaftar... Kaya apa saya mau masuk Daftr antrian,1,4.2.3,2022-01-16 01:54:00,-1.0,-1.0,-1.0,Negatif,It's not as if I want to be in the Daftr queue.,its not as if i want to be in the daftr queue,it's not as if i want to be in the daftr queue.,"['its', 'not', 'as', 'if', 'i', 'want', 'to', 'be', 'in', 'the', 'daftr', 'queue']","['its', 'not', 'as', 'if', 'i', 'want', 'to', 'be', 'in', 'the', 'daftr', 'queue']",1.0,Positif,0.5,0.75,-0.25,Negatif,0.0,Netral,0.0,0.0,Netral
Ami Sutarmi,"Sudah daftar BPJS satu bulan yg lalu trus ganti HP waktunya mau bayar kartu, no ga muncul lgi tanya ke pandawa malah jawabnya riset pasword, riset imel imel, mah tau, tolonglah sy orang gaptek",2,4.2.3,2022-12-10 19:03:50,-1.0,-1.0,-1.0,Negatif,"It's a list of BPJS a month ago. Then change the phone. Time to pay the card, no show up.",its a list of bpjs a month ago then change the phone time to pay the card no show up,"it's a list of bpjs a month ago. then change the phone. time to pay the card, no show up.","['its', 'a', 'list', 'of', 'bpjs', 'a', 'month', 'ago', 'then', 'change', 'the', 'phone', 'time', 'to', 'pay', 'the', 'card', 'no', 'show', 'up']","['its', 'a', 'list', 'of', 'bpjs', 'a', 'month', 'ago', 'then', 'change', 'the', 'phone', 'time', 'to', 'pay', 'the', 'card', 'no', 'show', 'up']",-2.0,Negatif,0.0,0.0,0.0,Netral,0.31,Positif,0.0,0.0,Netral
Yuli Alfiyah,OK..sangat membantu,5,4.2.3,2022-12-08 03:56:15,1.0,1.0,1.0,Positif,OK.. very helpful,ok very helpful,ok.. very helpful,"['ok', 'very', 'helpful']","['ok', 'very', 'helpful']",2.0,Positif,0.875,0.25,0.625,Positif,-0.2845,Negatif,0.35,0.4,Positif
Heru Senjoyo,Bermanfaat,5,4.2.3,2022-12-15 20:55:53,1.0,1.0,1.0,Positif,Beneficial,beneficial,beneficial,['beneficial'],['beneficial'],0.0,Netral,0.625,0.0,0.625,Positif,0.294,Positif,0.0,0.0,Netral
muhammad syahril,Mantap,5,4.2.3,2022-01-01 01:39:00,1.0,1.0,1.0,Positif,Steady.,steady,steady.,['steady'],['steady'],0.0,Netral,0.125,0.625,-0.5,Negatif,0.884,Positif,0.16666666666666666,0.5,Positif
Gondrong Tingkir,Mantap,5,4.2.3,2023-01-01 01:54:00,1.0,1.0,1.0,Positif,Steady.,steady,steady.,['steady'],['steady'],0.0,Netral,0.125,0.625,-0.5,Negatif,0.884,Positif,0.16666666666666666,0.5,Positif
Lek Yon,Oke,3,4.3.0,2023-01-14 03:36:24,1.0,1.0,1.0,Positif,Okay.,okay,okay.,['okay'],['okay'],0.0,Netral,0.125,0.125,0.0,Netral,0.17,Positif,0.5,0.5,Positif
Khrisna Putra,Ok,5,4.2.3,2022-01-29 01:25:00,1.0,1.0,1.0,Positif,Okay.,okay,okay.,['okay'],['okay'],0.0,Netral,0.125,0.125,0.0,Netral,0.17,Positif,0.5,0.5,Positif
Ghina Sahid,Ok,5,4.2.3,2022-09-26 05:31:54,1.0,1.0,1.0,Positif,Okay.,okay,okay.,['okay'],['okay'],0.0,Netral,0.125,0.125,0.0,Netral,0.17,Positif,0.5,0.5,Positif
amran iskandar,"Aplikasi sangat membantu untuk perpindahan Faskes, makin bagus apk",5,4.2.3,2022-12-30 03:48:09,1.0,1.0,1.0,Positif,"The applications are very helpful for Faskes' transfer, the better the apk",the applications are very helpful for faskes transfer the better the apk,"the applications are very helpful for faskes' transfer, the better the apk","['the', 'applications', 'are', 'very', 'helpful', 'for', 'faskes', 'transfer', 'the', 'better', 'the', 'apk']","['the', 'application', 'be', 'very', 'helpful', 'for', 'faskes', 'transfer', 'the', 'good', 'the', 'apk']",4.0,Positif,1.5,0.375,1.125,Positif,-0.1653333333333333,Negatif,0.35,0.4,Positif
Hasan udin,Good,5,4.2.3,2022-10-29 02:40:12,1.0,1.0,1.0,Positif,Good,good,good,['good'],['good'],3.0,Positif,0.75,0.0,0.75,Positif,0.191,Positif,0.7,0.6000000000000001,Positif
dani ardi,Sangat membantu,5,4.3.0,2022-12-22 01:38:21,1.0,1.0,1.0,Positif,Very helpful.,very helpful,very helpful.,"['very', 'helpful']","['very', 'helpful']",2.0,Positif,0.5,0.25,0.25,Positif,-0.94,Negatif,0.2,0.3,Positif
Nayla Jihan,Sangat membantu,5,4.2.3,2022-12-06 07:01:00,1.0,1.0,1.0,Positif,Very helpful.,very helpful,very helpful.,"['very', 'helpful']","['very', 'helpful']",2.0,Positif,0.5,0.25,0.25,Positif,-0.94,Negatif,0.2,0.3,Positif
Komar Yadi,"Mantap, jadi mudah buat kami sekeluarga",5,4.2.3,2022-01-05 04:48:00,1.0,1.0,1.0,Positif,"Great, so it's easy for us as a family.",great so its easy for us as a family,"great, so it's easy for us as a family.","['great', 'so', 'its', 'easy', 'for', 'us', 'as', 'a', 'family']","['great', 'so', 'its', 'easy', 'for', 'us', 'as', 'a', 'family']",4.0,Positif,0.625,0.25,0.375,Positif,0.8486666666666668,Positif,0.6166666666666667,0.7916666666666667,Positif
I T H A _ 4 6,bagus sekali aplikasi nya sangat membantu dan sangat dimengerti,5,4.2.3,2022-01-08 01:34:00,1.0,1.0,1.0,Positif,Very good. The application is very helpful and very understandable.,very good the application is very helpful and very understandable,very good. the application is very helpful and very understandable.,"['very', 'good', 'the', 'application', 'is', 'very', 'helpful', 'and', 'very', 'understandable']","['very', 'good', 'the', 'application', 'be', 'very', 'helpful', 'and', 'very', 'understandable']",5.0,Positif,2.25,0.875,1.375,Positif,-0.08199999999999999,Negatif,0.4366666666666666,0.46,Positif
irhu peuhulu,Pelayanan mantap dan simpel,5,4.2.3,2023-01-02 22:04:23,1.0,1.0,1.0,Positif,A still and simple ministry,a still and simple ministry,a still and simple ministry,"['a', 'still', 'and', 'simple', 'ministry']","['a', 'still', 'and', 'simple', 'ministry']",0.0,Netral,0.125,0.5,-0.375,Negatif,0.8285,Positif,0.0,0.35714285714285715,Netral
Rino Ardiyan,Mantap,5,4.2.3,2022-01-17 22:39:00,1.0,1.0,1.0,Positif,Steady.,steady,steady.,['steady'],['steady'],0.0,Netral,0.125,0.625,-0.5,Negatif,0.884,Positif,0.16666666666666666,0.5,Positif
Dedi Kristanto,Ok,4,4.2.3,2022-01-04 13:30:00,1.0,1.0,1.0,Positif,"All right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,",all right all right all right all right all right all right all right all right all right all right all right all right all right lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go,"all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,","['all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go']","['all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go']",0.0,Netral,2.75,0.0,2.75,Positif,0.0,Netral,0.28571428571428564,0.5357142857142857,Positif
Dhe Hasan,Kenapa nama anggota peserta hilang,5,4.2.3,2023-01-03 02:53:16,-1.0,-1.0,-1.0,Negatif,Why is the participant's name missing?,why is the participants name missing,why is the participant's name missing?,"['why', 'is', 'the', 'participants', 'name', 'missing']","['why', 'be', 'the', 'participant', 'name', 'miss']",-2.0,Negatif,0.25,0.125,0.125,Positif,0.765,Positif,-0.2,0.05,Negatif
capri forester,Good,5,4.2.3,2022-09-23 09:01:05,1.0,1.0,1.0,Positif,Good,good,good,['good'],['good'],3.0,Positif,0.75,0.0,0.75,Positif,0.191,Positif,0.7,0.6000000000000001,Positif
Haris hadihanafi,Jos,5,4.2.3,2022-10-27 17:51:58,1.0,1.0,1.0,Positif,Jos,jos,jos,['jos'],['jos'],0.0,Netral,0.0,0.0,0.0,Netral,0.0,Netral,0.0,0.0,Netral
Ari Faizal,Sangat membantu,5,4.2.3,2022-01-12 12:30:00,1.0,1.0,1.0,Positif,Very helpful.,very helpful,very helpful.,"['very', 'helpful']","['very', 'helpful']",2.0,Positif,0.5,0.25,0.25,Positif,-0.94,Negatif,0.2,0.3,Positif
